8.75; 11.68; 8.00; 10.87; 12.50; 2019/12/08 17:00
8.68; 11.68; 8.06; 10.93; 12.50; 2019/12/08 17:30
8.50; 11.68; 8.00; 10.87; 12.50; 2019/12/08 18:00
8.25; 11.68; 8.06; 10.87; 12.50; 2019/12/08 18:30
8.00; 11.75; 8.06; 10.87; 12.50; 2019/12/08 19:00
7.75; 11.68; 8.06; 10.87; 12.43; 2019/12/08 19:30
7.75; 11.75; 8.06; 10.93; 12.50; 2019/12/08 20:00
7.75; 11.75; 8.06; 10.93; 12.43; 2019/12/08 20:30
7.81; 11.68; 8.12; 10.87; 12.43; 2019/12/08 21:00
8.12; 11.68; 8.12; 10.93; 12.43; 2019/12/08 21:30
7.43; 11.81; 8.12; 10.93; 12.37; 2019/12/08 22:00
7.12; 11.68; 8.12; 10.87; 12.43; 2019/12/08 22:30
7.18; 11.56; 8.12; 10.93; 12.43; 2019/12/08 23:00
6.93; 11.62; 8.12; 10.87; 12.43; 2019/12/08 23:30
6.68; 11.75; 8.12; 10.93; 12.43; 2019/12/09 00:00
6.81; 11.62; 8.18; 10.87; 12.43; 2019/12/09 00:30
6.81; 11.62; 8.12; 10.93; 12.43; 2019/12/09 01:00
6.75; 11.68; 8.18; 10.93; 12.50; 2019/12/09 01:30
6.75; 11.68; 8.18; 10.93; 12.43; 2019/12/09 02:00
